date,area_name,healthcare_type,patients
2021-02-28,London,Patients in Hospital,1828
2021-02-28,London,Patients admitted to Hospital,97
2021-02-28,Rest of England,Patients in mechanical ventilation beds,1175
2021-02-28,Rest of England,Patients in Hospital,8835
2021-02-28,Rest of England,Patients admitted to Hospital,565
2021-03-01,London,Patients in mechanical ventilation beds,511
2021-03-01,London,Patients in Hospital,2018
2021-03-01,London,Patients admitted to Hospital,89
2021-03-01,Rest of England,Patients in mechanical ventilation beds,1147
2021-03-01,Rest of England,Patients in Hospital,8747
2021-03-01,Rest of England,Patients admitted to Hospital,615
2021-03-02,London,Patients in mechanical ventilation beds,485
2021-03-02,London,Patients in Hospital,1932
2021-03-02,London,Patients admitted to Hospital,95
2021-03-02,Rest of England,Patients in mechanical ventilation beds,1071
2021-03-02,Rest of England,Patients in Hospital,8189
2021-03-02,Rest of England,Patients admitted to Hospital,588
2021-03-03,London,Patients in mechanical ventilation beds,479
2021-03-03,London,Patients in Hospital,1861
2021-03-03,London,Patients admitted to Hospital,67
2021-03-03,Rest of England,Patients in mechanical ventilation beds,1028
2021-03-03,Rest of England,Patients in Hospital,7733
2021-03-03,Rest of England,Patients admitted to Hospital,540
2021-03-04,London,Patients in mechanical ventilation beds,458
2021-03-04,London,Patients in Hospital,1821
2021-03-04,London,Patients admitted to Hospital,88
2021-03-04,Rest of England,Patients in mechanical ventilation beds,996
2021-03-04,Rest of England,Patients in Hospital,7271
2021-03-04,Rest of England,Patients admitted to Hospital,508
2021-03-05,London,Patients in mechanical ventilation beds,448
2021-03-05,London,Patients in Hospital,1723
2021-03-05,London,Patients admitted to Hospital,62
2021-03-05,Rest of England,Patients in mechanical ventilation beds,969
2021-03-05,Rest of England,Patients in Hospital,6871
2021-03-05,Rest of England,Patients admitted to Hospital,425
2021-03-06,London,Patients in mechanical ventilation beds,417
2021-03-06,London,Patients in Hospital,1618
2021-03-06,London,Patients admitted to Hospital,49
2021-03-06,Rest of England,Patients in mechanical ventilation beds,909
2021-03-06,Rest of England,Patients in Hospital,6403
2021-03-06,Rest of England,Patients admitted to Hospital,479
2021-03-07,London,Patients in mechanical ventilation beds,393
2021-03-07,London,Patients in Hospital,1562
2021-03-07,London,Patients admitted to Hospital,58
2021-03-07,Rest of England,Patients in mechanical ventilation beds,880
2021-03-07,Rest of England,Patients in Hospital,6250
2021-03-07,Rest of England,Patients admitted to Hospital,403
2021-03-08,London,Patients in mechanical ventilation beds,379
2021-03-08,London,Patients in Hospital,1551
2021-03-08,London,Patients admitted to Hospital,56
2021-03-08,Rest of England,Patients in mechanical ventilation beds,857
2021-03-08,Rest of England,Patients in Hospital,6296
2021-03-08,Rest of England,Patients admitted to Hospital,445
2021-03-09,London,Patients in mechanical ventilation beds,358
2021-03-09,London,Patients in Hospital,1481
2021-03-09,London,Patients admitted to Hospital,67
2021-03-09,Rest of England,Patients in mechanical ventilation beds,829
2021-03-09,Rest of England,Patients in Hospital,5970
2021-03-09,Rest of England,Patients admitted to Hospital,416
2021-03-10,London,Patients in mechanical ventilation beds,339
2021-03-10,London,Patients in Hospital,1400
2021-03-10,London,Patients admitted to Hospital,52
2021-03-10,Rest of England,Patients in mechanical ventilation beds,798
2021-03-10,Rest of England,Patients in Hospital,5575
2021-03-10,Rest of England,Patients admitted to Hospital,442
2021-03-11,London,Patients in mechanical ventilation beds,336
2021-03-11,London,Patients in Hospital,1335
2021-03-11,London,Patients admitted to Hospital,47
2021-03-11,Rest of England,Patients in mechanical ventilation beds,765
2021-03-11,Rest of England,Patients in Hospital,5352
2021-03-11,Rest of England,Patients admitted to Hospital,402
2021-03-12,London,Patients in mechanical ventilation beds,310
2021-03-12,London,Patients in Hospital,1273
2021-03-12,London,Patients admitted to Hospital,39
2021-03-12,Rest of England,Patients in mechanical ventilation beds,713
2021-03-12,Rest of England,Patients in Hospital,5118
2021-03-12,Rest of England,Patients admitted to Hospital,347
2021-03-13,London,Patients in mechanical ventilation beds,308
2021-03-13,London,Patients in Hospital,1190
2021-03-13,London,Patients admitted to Hospital,48
2021-03-13,Rest of England,Patients in mechanical ventilation beds,692
2021-03-13,Rest of England,Patients in Hospital,4882
2021-03-13,Rest of England,Patients admitted to Hospital,337
2021-03-14,London,Patients in mechanical ventilation beds,308
2021-03-14,London,Patients in Hospital,1181
2021-03-14,London,Patients admitted to Hospital,41
2021-03-14,Rest of England,Patients in mechanical ventilation beds,655
2021-03-14,Rest of England,Patients in Hospital,4858
2021-03-14,Rest of England,Patients admitted to Hospital,316
2021-03-15,London,Patients in mechanical ventilation beds,298
2021-03-15,London,Patients in Hospital,1185
2021-03-15,London,Patients admitted to Hospital,40
2021-03-15,Rest of England,Patients in mechanical ventilation beds,632
2021-03-15,Rest of England,Patients in Hospital,4791
2021-03-15,Rest of England,Patients admitted to Hospital,391
2021-03-16,London,Patients in mechanical ventilation beds,287
2021-03-16,London,Patients in Hospital,1138
2021-03-16,London,Patients admitted to Hospital,45
2021-03-16,Rest of England,Patients in mechanical ventilation beds,595
2021-03-16,Rest of England,Patients in Hospital,4526
2021-03-16,Rest of England,Patients admitted to Hospital,319
2021-03-17,London,Patients in mechanical ventilation beds,274
2021-03-17,London,Patients in Hospital,1082
2021-03-17,London,Patients admitted to Hospital,27
2021-03-17,Rest of England,Patients in mechanical ventilation beds,572
2021-03-17,Rest of England,Patients in Hospital,4315
2021-03-17,Rest of England,Patients admitted to Hospital,316
2021-03-18,London,Patients in mechanical ventilation beds,260
2021-03-18,London,Patients in Hospital,1023
2021-03-18,London,Patients admitted to Hospital,33
2021-03-18,Rest of England,Patients in mechanical ventilation beds,537
2021-03-18,Rest of England,Patients in Hospital,4060
2021-03-18,Rest of England,Patients admitted to Hospital,318
2021-03-19,London,Patients in mechanical ventilation beds,237
2021-03-19,London,Patients in Hospital,986
2021-03-19,London,Patients admitted to Hospital,42
2021-03-19,Rest of England,Patients in mechanical ventilation beds,512
2021-03-19,Rest of England,Patients in Hospital,3855
2021-03-19,Rest of England,Patients admitted to Hospital,241
2021-03-20,London,Patients in mechanical ventilation beds,211
2021-03-20,London,Patients in Hospital,941
2021-03-20,London,Patients admitted to Hospital,31
2021-03-20,Rest of England,Patients in mechanical ventilation beds,499
2021-03-20,Rest of England,Patients in Hospital,3648
2021-03-20,Rest of England,Patients admitted to Hospital,256
2021-03-21,London,Patients in mechanical ventilation beds,209
2021-03-21,London,Patients in Hospital,928
2021-03-21,London,Patients admitted to Hospital,28
2021-03-21,Rest of England,Patients in mechanical ventilation beds,483
2021-03-21,Rest of England,Patients in Hospital,3564
2021-03-21,Rest of England,Patients admitted to Hospital,251
2021-03-22,London,Patients in mechanical ventilation beds,198
2021-03-22,London,Patients in Hospital,922
2021-03-22,London,Patients admitted to Hospital,31
2021-03-22,Rest of England,Patients in mechanical ventilation beds,478
2021-03-22,Rest of England,Patients in Hospital,3579
2021-03-22,Rest of England,Patients admitted to Hospital,263
2021-03-23,London,Patients in mechanical ventilation beds,195
2021-03-23,London,Patients in Hospital,876
2021-03-23,London,Patients admitted to Hospital,33
2021-03-23,Rest of England,Patients in mechanical ventilation beds,452
2021-03-23,Rest of England,Patients in Hospital,3369
2021-03-23,Rest of England,Patients admitted to Hospital,262
2021-03-24,London,Patients in mechanical ventilation beds,190
2021-03-24,London,Patients in Hospital,840
2021-03-24,London,Patients admitted to Hospital,27
2021-03-24,Rest of England,Patients in mechanical ventilation beds,423
2021-03-24,Rest of England,Patients in Hospital,3165
2021-03-24,Rest of England,Patients admitted to Hospital,250
2021-03-25,London,Patients in mechanical ventilation beds,169
2021-03-25,London,Patients in Hospital,811
2021-03-25,London,Patients admitted to Hospital,33
2021-03-25,Rest of England,Patients in mechanical ventilation beds,397
2021-03-25,Rest of England,Patients in Hospital,2952
2021-03-25,Rest of England,Patients admitted to Hospital,255
2021-03-26,London,Patients in mechanical ventilation beds,159
2021-03-26,London,Patients in Hospital,799
2021-03-26,London,Patients admitted to Hospital,26
2021-03-26,Rest of England,Patients in mechanical ventilation beds,400
2021-03-26,Rest of England,Patients in Hospital,2913
2021-03-26,Rest of England,Patients admitted to Hospital,219
2021-03-27,London,Patients in mechanical ventilation beds,159
2021-03-27,London,Patients in Hospital,742
2021-03-27,London,Patients admitted to Hospital,29
2021-03-27,Rest of England,Patients in mechanical ventilation beds,378
2021-03-27,Rest of England,Patients in Hospital,2934
2021-03-27,Rest of England,Patients admitted to Hospital,188
2021-03-28,London,Patients in mechanical ventilation beds,153
2021-03-28,London,Patients in Hospital,737
2021-03-28,London,Patients admitted to Hospital,32
2021-03-28,Rest of England,Patients in mechanical ventilation beds,379
2021-03-28,Rest of England,Patients in Hospital,2701
2021-03-28,Rest of England,Patients admitted to Hospital,189
2021-03-29,London,Patients in mechanical ventilation beds,158
2021-03-29,London,Patients in Hospital,733
2021-03-29,London,Patients admitted to Hospital,23
2021-03-29,Rest of England,Patients in mechanical ventilation beds,374
2021-03-29,Rest of England,Patients in Hospital,2733
2021-03-29,Rest of England,Patients admitted to Hospital,183
2021-03-30,London,Patients in mechanical ventilation beds,154
2021-03-30,London,Patients in Hospital,717
2021-03-30,London,Patients admitted to Hospital,29
2021-03-30,Rest of England,Patients in mechanical ventilation beds,364
2021-03-30,Rest of England,Patients in Hospital,2566
2021-03-30,Rest of England,Patients admitted to Hospital,188
2021-03-31,London,Patients in mechanical ventilation beds,153
2021-03-31,London,Patients in Hospital,689
2021-03-31,London,Patients admitted to Hospital,30
2021-03-31,Rest of England,Patients in mechanical ventilation beds,348
2021-03-31,Rest of England,Patients in Hospital,2395
2021-03-31,Rest of England,Patients admitted to Hospital,195
2021-04-01,London,Patients in mechanical ventilation beds,147
2021-04-01,London,Patients in Hospital,668
2021-04-01,London,Patients admitted to Hospital,25
2021-04-01,Rest of England,Patients in mechanical ventilation beds,323
2021-04-01,Rest of England,Patients in Hospital,2260
2021-04-01,Rest of England,Patients admitted to Hospital,155
2021-04-02,London,Patients in mechanical ventilation beds,137
2021-04-02,London,Patients in Hospital,652
2021-04-02,London,Patients admitted to Hospital,27
2021-04-02,Rest of England,Patients in mechanical ventilation beds,299
2021-04-02,Rest of England,Patients in Hospital,2132
2021-04-02,Rest of England,Patients admitted to Hospital,151
2021-04-03,London,Patients in mechanical ventilation beds,134
2021-04-03,London,Patients in Hospital,630
2021-04-03,London,Patients admitted to Hospital,25
2021-04-03,Rest of England,Patients in mechanical ventilation beds,299
2021-04-03,Rest of England,Patients in Hospital,2047
2021-04-03,Rest of England,Patients admitted to Hospital,154
2021-04-04,London,Patients in mechanical ventilation beds,130
2021-04-04,London,Patients in Hospital,637
2021-04-04,London,Patients admitted to Hospital,23
2021-04-04,Rest of England,Patients in mechanical ventilation beds,292
2021-04-04,Rest of England,Patients in Hospital,2035
2021-04-04,Rest of England,Patients admitted to Hospital,133
2021-04-05,London,Patients in mechanical ventilation beds,129
2021-04-05,London,Patients in Hospital,636
2021-04-05,London,Patients admitted to Hospital,23
2021-04-05,Rest of England,Patients in mechanical ventilation beds,287
2021-04-05,Rest of England,Patients in Hospital,2044
2021-04-05,Rest of England,Patients admitted to Hospital,165
2021-04-06,London,Patients in mechanical ventilation beds,126
2021-04-06,London,Patients in Hospital,601
2021-04-06,London,Patients admitted to Hospital,22
2021-04-06,Rest of England,Patients in mechanical ventilation beds,280
2021-04-06,Rest of England,Patients in Hospital,1987
2021-04-06,Rest of England,Patients admitted to Hospital,161
2021-04-07,London,Patients in mechanical ventilation beds,121
2021-04-07,London,Patients in Hospital,577
2021-04-07,London,Patients admitted to Hospital,26
2021-04-07,Rest of England,Patients in mechanical ventilation beds,272
2021-04-07,Rest of England,Patients in Hospital,1909
2021-04-07,Rest of England,Patients admitted to Hospital,163
2021-04-08,London,Patients in mechanical ventilation beds,122
2021-04-08,London,Patients in Hospital,569
2021-04-08,London,Patients admitted to Hospital,27
2021-04-08,Rest of England,Patients in mechanical ventilation beds,255
2021-04-08,Rest of England,Patients in Hospital,1813
2021-04-08,Rest of England,Patients admitted to Hospital,140
2021-04-09,London,Patients in mechanical ventilation beds,118
2021-04-09,London,Patients in Hospital,561
2021-04-09,London,Patients admitted to Hospital,21
2021-04-09,Rest of England,Patients in mechanical ventilation beds,244
2021-04-09,Rest of England,Patients in Hospital,1760
2021-04-09,Rest of England,Patients admitted to Hospital,146
2021-04-10,London,Patients in mechanical ventilation beds,115
2021-04-10,London,Patients in Hospital,538
2021-04-10,London,Patients admitted to Hospital,25
2021-04-10,Rest of England,Patients in mechanical ventilation beds,227
2021-04-10,Rest of England,Patients in Hospital,1652
2021-04-10,Rest of England,Patients admitted to Hospital,126
2021-04-11,London,Patients in mechanical ventilation beds,113
2021-04-11,London,Patients in Hospital,520
2021-04-11,London,Patients admitted to Hospital,28
2021-04-11,Rest of England,Patients in mechanical ventilation beds,230
2021-04-11,Rest of England,Patients in Hospital,1576
2021-04-11,Rest of England,Patients admitted to Hospital,147
2021-04-12,London,Patients in mechanical ventilation beds,111
2021-04-12,London,Patients in Hospital,520
2021-04-12,London,Patients admitted to Hospital,26
2021-04-12,Rest of England,Patients in mechanical ventilation beds,226
2021-04-12,Rest of England,Patients in Hospital,1588
2021-04-12,Rest of England,Patients admitted to Hospital,147
2021-04-13,London,Patients in mechanical ventilation beds,110
2021-04-13,London,Patients in Hospital,521
2021-04-13,London,Patients admitted to Hospital,20
2021-04-13,Rest of England,Patients in mechanical ventilation beds,223
2021-04-13,Rest of England,Patients in Hospital,1536
2021-04-13,Rest of England,Patients admitted to Hospital,133
2021-04-14,London,Patients in mechanical ventilation beds,106
2021-04-14,London,Patients in Hospital,513
2021-04-14,London,Patients admitted to Hospital,21
2021-04-14,Rest of England,Patients in mechanical ventilation beds,209
2021-04-14,Rest of England,Patients in Hospital,1459
2021-04-14,Rest of England,Patients admitted to Hospital,135
2021-04-15,London,Patients in mechanical ventilation beds,102
2021-04-15,London,Patients in Hospital,498
2021-04-15,London,Patients admitted to Hospital,14
2021-04-15,Rest of England,Patients in mechanical ventilation beds,192
2021-04-15,Rest of England,Patients in Hospital,1387
2021-04-15,Rest of England,Patients admitted to Hospital,113
2021-04-16,London,Patients in mechanical ventilation beds,105
2021-04-16,London,Patients in Hospital,501
2021-04-16,London,Patients admitted to Hospital,14
2021-04-16,Rest of England,Patients in mechanical ventilation beds,193
2021-04-16,Rest of England,Patients in Hospital,1343
2021-04-16,Rest of England,Patients admitted to Hospital,104
2021-04-17,London,Patients in mechanical ventilation beds,103
2021-04-17,London,Patients in Hospital,476
2021-04-17,London,Patients admitted to Hospital,9
2021-04-17,Rest of England,Patients in mechanical ventilation beds,189
2021-04-17,Rest of England,Patients in Hospital,1259
2021-04-17,Rest of England,Patients admitted to Hospital,126
2021-04-18,London,Patients in mechanical ventilation beds,104
2021-04-18,London,Patients in Hospital,467
2021-04-18,London,Patients admitted to Hospital,17
2021-04-18,Rest of England,Patients in mechanical ventilation beds,179
2021-04-18,Rest of England,Patients in Hospital,1224
2021-04-18,Rest of England,Patients admitted to Hospital,95
2021-04-19,London,Patients in mechanical ventilation beds,106
2021-04-19,London,Patients in Hospital,460
2021-04-19,London,Patients admitted to Hospital,18
2021-04-19,Rest of England,Patients in mechanical ventilation beds,185
2021-04-19,Rest of England,Patients in Hospital,1272
2021-04-19,Rest of England,Patients admitted to Hospital,120
2021-04-20,London,Patients in mechanical ventilation beds,107
2021-04-20,London,Patients in Hospital,439
2021-04-20,London,Patients admitted to Hospital,15
2021-04-20,Rest of England,Patients in mechanical ventilation beds,166
2021-04-20,Rest of England,Patients in Hospital,1210
2021-04-20,Rest of England,Patients admitted to Hospital,83
2021-04-21,London,Patients in mechanical ventilation beds,96
2021-04-21,London,Patients in Hospital,453
2021-04-21,London,Patients admitted to Hospital,18
2021-04-21,Rest of England,Patients in mechanical ventilation beds,153
2021-04-21,Rest of England,Patients in Hospital,1156
2021-04-21,Rest of England,Patients admitted to Hospital,108
2021-04-22,London,Patients in mechanical ventilation beds,91
2021-04-22,London,Patients in Hospital,423
2021-04-22,London,Patients admitted to Hospital,14
2021-04-22,Rest of England,Patients in mechanical ventilation beds,146
2021-04-22,Rest of England,Patients in Hospital,1100
2021-04-22,Rest of England,Patients admitted to Hospital,78
2021-04-23,London,Patients in mechanical ventilation beds,91
2021-04-23,London,Patients in Hospital,418
2021-04-23,London,Patients admitted to Hospital,22
2021-04-23,Rest of England,Patients in mechanical ventilation beds,130
2021-04-23,Rest of England,Patients in Hospital,1060
2021-04-23,Rest of England,Patients admitted to Hospital,102
2021-04-24,London,Patients in mechanical ventilation beds,93
2021-04-24,London,Patients in Hospital,403
2021-04-24,London,Patients admitted to Hospital,15
2021-04-24,Rest of England,Patients in mechanical ventilation beds,127
2021-04-24,Rest of England,Patients in Hospital,998
2021-04-24,Rest of England,Patients admitted to Hospital,84
2021-04-25,London,Patients in mechanical ventilation beds,91
2021-04-25,London,Patients in Hospital,375
2021-04-25,London,Patients admitted to Hospital,17
2021-04-25,Rest of England,Patients in mechanical ventilation beds,120
2021-04-25,Rest of England,Patients in Hospital,1002
2021-04-25,Rest of England,Patients admitted to Hospital,90
2021-04-26,London,Patients in mechanical ventilation beds,85
2021-04-26,London,Patients in Hospital,376
2021-04-26,London,Patients admitted to Hospital,13
2021-04-26,Rest of England,Patients in mechanical ventilation beds,123
2021-04-26,Rest of England,Patients in Hospital,1017
2021-04-26,Rest of England,Patients admitted to Hospital,95
2021-04-27,London,Patients in mechanical ventilation beds,80
2021-04-27,London,Patients in Hospital,368
2021-04-27,London,Patients admitted to Hospital,21
2021-04-27,Rest of England,Patients in mechanical ventilation beds,116
2021-04-27,Rest of England,Patients in Hospital,942
2021-04-27,Rest of England,Patients admitted to Hospital,107
2021-04-28,London,Patients in mechanical ventilation beds,78
2021-04-28,London,Patients in Hospital,353
2021-04-28,London,Patients admitted to Hospital,14
2021-04-28,Rest of England,Patients in mechanical ventilation beds,110
2021-04-28,Rest of England,Patients in Hospital,925
2021-04-28,Rest of England,Patients admitted to Hospital,75
2021-04-29,London,Patients in mechanical ventilation beds,73
2021-04-29,London,Patients in Hospital,339
2021-04-29,London,Patients admitted to Hospital,15
2021-04-29,Rest of England,Patients in mechanical ventilation beds,105
2021-04-29,Rest of England,Patients in Hospital,896
2021-04-29,Rest of England,Patients admitted to Hospital,65
2021-04-30,London,Patients in mechanical ventilation beds,71
2021-04-30,London,Patients in Hospital,315
2021-04-30,London,Patients admitted to Hospital,11
2021-04-30,Rest of England,Patients in mechanical ventilation beds,99
2021-04-30,Rest of England,Patients in Hospital,846
2021-04-30,Rest of England,Patients admitted to Hospital,71
2021-05-01,London,Patients in mechanical ventilation beds,67
2021-05-01,London,Patients in Hospital,299
2021-05-01,London,Patients admitted to Hospital,12
2021-05-01,Rest of England,Patients in mechanical ventilation beds,100
2021-05-01,Rest of England,Patients in Hospital,772
2021-05-01,Rest of England,Patients admitted to Hospital,56
2021-05-02,London,Patients in mechanical ventilation beds,69
2021-05-02,London,Patients in Hospital,308
2021-05-02,London,Patients admitted to Hospital,11
2021-05-02,Rest of England,Patients in mechanical ventilation beds,103
2021-05-02,Rest of England,Patients in Hospital,774
2021-05-02,Rest of England,Patients admitted to Hospital,81
2021-05-03,London,Patients in mechanical ventilation beds,70
2021-05-03,London,Patients in Hospital,316
2021-05-03,London,Patients admitted to Hospital,11
2021-05-03,Rest of England,Patients in mechanical ventilation beds,98
2021-05-03,Rest of England,Patients in Hospital,780
2021-05-03,Rest of England,Patients admitted to Hospital,87
2021-05-04,London,Patients in mechanical ventilation beds,69
2021-05-04,London,Patients in Hospital,292
2021-05-04,London,Patients admitted to Hospital,6
2021-05-04,Rest of England,Patients in mechanical ventilation beds,93
2021-05-04,Rest of England,Patients in Hospital,801
2021-05-04,Rest of England,Patients admitted to Hospital,70
2021-05-05,London,Patients in mechanical ventilation beds,65
2021-05-05,London,Patients in Hospital,284
2021-05-05,London,Patients admitted to Hospital,17
2021-05-05,Rest of England,Patients in mechanical ventilation beds,96
2021-05-05,Rest of England,Patients in Hospital,748
2021-05-05,Rest of England,Patients admitted to Hospital,79
2021-05-06,London,Patients in mechanical ventilation beds,61
2021-05-06,London,Patients in Hospital,283
2021-05-06,London,Patients admitted to Hospital,13
2021-05-06,Rest of England,Patients in mechanical ventilation beds,83
2021-05-06,Rest of England,Patients in Hospital,693
2021-05-06,Rest of England,Patients admitted to Hospital,75
2021-05-07,London,Patients in mechanical ventilation beds,62
2021-05-07,London,Patients in Hospital,272
2021-05-07,London,Patients admitted to Hospital,15
2021-05-07,Rest of England,Patients in mechanical ventilation beds,83
2021-05-07,Rest of England,Patients in Hospital,701
2021-05-07,Rest of England,Patients admitted to Hospital,62
2021-05-08,London,Patients in mechanical ventilation beds,58
2021-05-08,London,Patients in Hospital,275
2021-05-08,London,Patients admitted to Hospital,10
2021-05-08,Rest of England,Patients in mechanical ventilation beds,77
2021-05-08,Rest of England,Patients in Hospital,673
2021-05-08,Rest of England,Patients admitted to Hospital,70
2021-05-09,London,Patients in mechanical ventilation beds,57
2021-05-09,London,Patients in Hospital,274
2021-05-09,London,Patients admitted to Hospital,16
2021-05-09,Rest of England,Patients in mechanical ventilation beds,74
2021-05-09,Rest of England,Patients in Hospital,659
2021-05-09,Rest of England,Patients admitted to Hospital,60
2021-05-10,London,Patients in mechanical ventilation beds,59
2021-05-10,London,Patients in Hospital,281
2021-05-10,London,Patients admitted to Hospital,17
2021-05-10,Rest of England,Patients in mechanical ventilation beds,76
2021-05-10,Rest of England,Patients in Hospital,663
2021-05-10,Rest of England,Patients admitted to Hospital,59
2021-05-11,London,Patients in mechanical ventilation beds,54
2021-05-11,London,Patients in Hospital,281
2021-05-11,London,Patients admitted to Hospital,17
2021-05-11,Rest of England,Patients in mechanical ventilation beds,72
2021-05-11,Rest of England,Patients in Hospital,640
2021-05-11,Rest of England,Patients admitted to Hospital,62
2021-05-12,London,Patients in mechanical ventilation beds,56
2021-05-12,London,Patients in Hospital,275
2021-05-12,London,Patients admitted to Hospital,12
2021-05-12,Rest of England,Patients in mechanical ventilation beds,67
2021-05-12,Rest of England,Patients in Hospital,632
2021-05-12,Rest of England,Patients admitted to Hospital,81
2021-05-13,London,Patients in mechanical ventilation beds,55
2021-05-13,London,Patients in Hospital,266
2021-05-13,London,Patients admitted to Hospital,15
2021-05-13,Rest of England,Patients in mechanical ventilation beds,64
2021-05-13,Rest of England,Patients in Hospital,579
2021-05-13,Rest of England,Patients admitted to Hospital,59
2021-05-14,London,Patients in mechanical ventilation beds,51
2021-05-14,London,Patients in Hospital,251
2021-05-14,London,Patients admitted to Hospital,12
2021-05-14,Rest of England,Patients in mechanical ventilation beds,64
2021-05-14,Rest of England,Patients in Hospital,567
2021-05-14,Rest of England,Patients admitted to Hospital,60
2021-05-15,London,Patients in mechanical ventilation beds,48
2021-05-15,London,Patients in Hospital,258
2021-05-15,London,Patients admitted to Hospital,11
2021-05-15,Rest of England,Patients in mechanical ventilation beds,67
2021-05-15,Rest of England,Patients in Hospital,552
2021-05-15,Rest of England,Patients admitted to Hospital,59
2021-05-16,London,Patients in mechanical ventilation beds,47
2021-05-16,London,Patients in Hospital,261
2021-05-16,London,Patients admitted to Hospital,11
2021-05-16,Rest of England,Patients in mechanical ventilation beds,69
2021-05-16,Rest of England,Patients in Hospital,540
2021-05-16,Rest of England,Patients admitted to Hospital,48
2021-05-17,London,Patients in mechanical ventilation beds,50
2021-05-17,London,Patients in Hospital,259
2021-05-17,London,Patients admitted to Hospital,19
2021-05-17,Rest of England,Patients in mechanical ventilation beds,67
2021-05-17,Rest of England,Patients in Hospital,539
2021-05-17,Rest of England,Patients admitted to Hospital,55
2021-05-18,London,Patients in mechanical ventilation beds,47
2021-05-18,London,Patients in Hospital,245
2021-05-18,London,Patients admitted to Hospital,19
2021-05-18,Rest of England,Patients in mechanical ventilation beds,67
2021-05-18,Rest of England,Patients in Hospital,504
2021-05-18,Rest of England,Patients admitted to Hospital,71
2021-05-19,London,Patients in mechanical ventilation beds,48
2021-05-19,London,Patients in Hospital,241
2021-05-19,London,Patients admitted to Hospital,14
2021-05-19,Rest of England,Patients in mechanical ventilation beds,65
2021-05-19,Rest of England,Patients in Hospital,516
2021-05-19,Rest of England,Patients admitted to Hospital,79
2021-05-20,London,Patients in mechanical ventilation beds,49
2021-05-20,London,Patients in Hospital,248
2021-05-20,London,Patients admitted to Hospital,24
2021-05-20,Rest of England,Patients in mechanical ventilation beds,66
2021-05-20,Rest of England,Patients in Hospital,501
2021-05-20,Rest of England,Patients admitted to Hospital,74
2021-05-21,London,Patients in mechanical ventilation beds,53
2021-05-21,London,Patients in Hospital,254
2021-05-21,London,Patients admitted to Hospital,13
2021-05-21,Rest of England,Patients in mechanical ventilation beds,64
2021-05-21,Rest of England,Patients in Hospital,512
2021-05-21,Rest of England,Patients admitted to Hospital,72
2021-05-22,London,Patients in mechanical ventilation beds,45
2021-05-22,London,Patients in Hospital,233
2021-05-22,London,Patients admitted to Hospital,14
2021-05-22,Rest of England,Patients in mechanical ventilation beds,68
2021-05-22,Rest of England,Patients in Hospital,497
2021-05-22,Rest of England,Patients admitted to Hospital,61
2021-05-23,London,Patients in mechanical ventilation beds,46
2021-05-23,London,Patients in Hospital,236
2021-05-23,London,Patients admitted to Hospital,13
2021-05-23,Rest of England,Patients in mechanical ventilation beds,65
2021-05-23,Rest of England,Patients in Hospital,520
2021-05-23,Rest of England,Patients admitted to Hospital,64
2021-05-24,London,Patients in mechanical ventilation beds,47
2021-05-24,London,Patients in Hospital,244
2021-05-24,London,Patients admitted to Hospital,17
2021-05-24,Rest of England,Patients in mechanical ventilation beds,66
2021-05-24,Rest of England,Patients in Hospital,553
2021-05-24,Rest of England,Patients admitted to Hospital,81
2021-05-25,London,Patients in mechanical ventilation beds,49
2021-05-25,London,Patients in Hospital,242
2021-05-25,London,Patients admitted to Hospital,16
2021-05-25,Rest of England,Patients in mechanical ventilation beds,68
2021-05-25,Rest of England,Patients in Hospital,523
2021-05-25,Rest of England,Patients admitted to Hospital,72
2021-05-26,London,Patients in mechanical ventilation beds,50
2021-05-26,London,Patients in Hospital,238
2021-05-26,London,Patients admitted to Hospital,19
2021-05-26,Rest of England,Patients in mechanical ventilation beds,65
2021-05-26,Rest of England,Patients in Hospital,507
2021-05-26,Rest of England,Patients admitted to Hospital,76
2021-05-27,London,Patients in mechanical ventilation beds,42
2021-05-27,London,Patients in Hospital,234
2021-05-27,London,Patients admitted to Hospital,17
2021-05-27,Rest of England,Patients in mechanical ventilation beds,68
2021-05-27,Rest of England,Patients in Hospital,508
2021-05-27,Rest of England,Patients admitted to Hospital,66
2021-05-28,London,Patients in mechanical ventilation beds,45
2021-05-28,London,Patients in Hospital,234
2021-05-28,London,Patients admitted to Hospital,19
2021-05-28,Rest of England,Patients in mechanical ventilation beds,71
2021-05-28,Rest of England,Patients in Hospital,509
2021-05-28,Rest of England,Patients admitted to Hospital,73
2021-05-29,London,Patients in mechanical ventilation beds,43
2021-05-29,London,Patients in Hospital,235
2021-05-29,London,Patients admitted to Hospital,17
2021-05-29,Rest of England,Patients in mechanical ventilation beds,69
2021-05-29,Rest of England,Patients in Hospital,513
2021-05-29,Rest of England,Patients admitted to Hospital,52
2021-05-30,London,Patients in mechanical ventilation beds,41
2021-05-30,London,Patients in Hospital,233
2021-05-30,London,Patients admitted to Hospital,18
2021-05-30,Rest of England,Patients in mechanical ventilation beds,74
2021-05-30,Rest of England,Patients in Hospital,522
2021-05-30,Rest of England,Patients admitted to Hospital,62
2021-05-31,London,Patients in mechanical ventilation beds,42
2021-05-31,London,Patients in Hospital,234
2021-05-31,London,Patients admitted to Hospital,20
2021-05-31,Rest of England,Patients in mechanical ventilation beds,68
2021-05-31,Rest of England,Patients in Hospital,539
